DN,objectClass,distinguishedName,instanceType,whenCreated,whenChanged,subRefs,uSNCreated,dSASignature,repsFrom,uSNChanged,name,objectGUID,replUpToDateVector,creationTime,forceLogoff,lockoutDuration,lockOutObservationWindow,lockoutThreshold,maxPwdAge,minPwdAge,minPwdLength,modifiedCountAtLastProm,nextRid,pwdProperties,pwdHistoryLength,objectSid,serverState,uASCompat,modifiedCount,auditingPolicy,nTMixedDomain,rIDManagerReference,fSMORoleOwner,systemFlags,wellKnownObjects,objectCategory,isCriticalSystemObject,gPLink,dSCorePropagationData,otherWellKnownObjects,masteredBy,ms-DS-MachineAccountQuota,msDS-Behavior-Version,msDS-PerUserTrustQuota,msDS-AllUsersTrustQuota,msDS-PerUserTrustTombstonesQuota,msDs-masteredBy,msDS-IsFullReplicaFor,msDS-IsDomainFor,msDS-NcType,msDS-ExpirePasswordsOnSmartCardOnlyAccounts,dc,cn,description,showInAdvancedViewOnly,ou,msDS-TombstoneQuotaFactor,displayName,flags,versionNumber,gPCFunctionalityVersion,gPCFileSysPath,gPCMachineExtensionNames,ipsecName,ipsecID,ipsecDataType,ipsecData,ipsecISAKMPReference,ipsecNFAReference,ipsecOwnersReference,ipsecNegotiationPolicyReference,ipsecFilterReference,iPSECNegotiationPolicyType,iPSECNegotiationPolicyAction,revision,memberOf,userAccountControl,badPwdCount,codePage,countryCode,badPasswordTime,lastLogoff,lastLogon,pwdLastSet,primaryGroupID,adminCount,accountExpires,logonCount,sAMAccountName,sAMAccountType,lastLogonTimestamp,msDS-AuthenticatedAtDC,member,managedObjects,groupType,samDomainUpdates,localPolicyFlags,operatingSystem,operatingSystemVersion,serverReferenceBL,dNSHostName,rIDSetReferences,servicePrincipalName,msDS-SupportedEncryptionTypes,msDS-GenerationId,msDFSR-ComputerReferenceBL,rIDAvailablePool,rIDAllocationPool,rIDPreviousAllocationPool,rIDUsedPool,rIDNextRID,dNSProperty,dnsRecord,dNSTombstoned,msDFSR-Flags,msDFSR-ReplicationGroupType,msDFSR-FileFilter,msDFSR-DirectoryFilter,serverReference,msDFSR-ComputerReference,msDFSR-MemberReferenceBL,msDFSR-Version,msDFSR-ReplicationGroupGuid,msDFSR-MemberReference,msDFSR-RootPath,msDFSR-StagingPath,msDFSR-Enabled,msDFSR-Options,msDFSR-ContentSetGuid,msDFSR-ReadOnly,givenName,userPrincipalName,msDS-PSOApplied,msDS-MaximumPasswordAge,msDS-MinimumPasswordAge,msDS-MinimumPasswordLength,msDS-PasswordHistoryLength,msDS-PasswordComplexityEnabled,msDS-PasswordReversibleEncryptionEnabled,msDS-LockoutObservationWindow,msDS-LockoutDuration,msDS-LockoutThreshold,msDS-PSOAppliesTo,msDS-PasswordSettingsPrecedence,lastSetTime,priorSetTime,managedBy,msDS-KrbTgtLink,msDS-RevealedUsers,msDS-NeverRevealGroup,msDS-RevealOnDemandGroup,msDS-RevealedDSAs,msDS-AuthenticatedToAccountlist,msDS-SecondaryKrbTgtNumber,msDS-KrbTgtLinkBl,sn,l,department,company,gPCUserExtensionNames,uNCName,serverName,portName,driverName,priority,printStartTime,printEndTime,printBinNames,printMaxResolutionSupported,printOrientationsSupported,printCollate,printColor,printLanguage,printShareName,printSpooling,printKeepPrintedJobs,driverVersion,printMaxXExtent,printMaxYExtent,printMinXExtent,printMinYExtent,printStaplingSupported,printMemory,printRateUnit,printMediaReady,printNumberUp,printMediaSupported,printerName,url,shortServerName,printDuplexSupported,printAttributes,msDFS-SchemaMajorVersion,msDFS-SchemaMinorVersion,msDFS-GenerationGUIDv2,msDFS-NamespaceIdentityGUIDv2,msDFS-LastModifiedv2,msDFS-Ttlv2,msDFS-Propertiesv2,msDFS-TargetListv2,msDFSR-TombstoneExpiryInMin,msDFSR-Schedule,msDFSR-RootSizeInMb,msDFSR-StagingSizeInMb,msDFSR-ConflictPath,msDFSR-ConflictSizeInMb,msDFSR-CachePolicy,msDFSR-MinDurationCacheInMin,msDFSR-MaxAgeInCacheInMin,fromServer,msDFSR-RdcEnabled,msDFSR-RdcMinFileSizeInKb
"CN=Yale Li,OU=Marketing,OU=firm,DC=csa,DC=local",user,"CN=Yale Li,OU=Marketing,OU=firm,DC=csa,DC=local",4,20240516075146.0Z,20240516075202.0Z,,41677,,,43201,Yale Li,X'd5ade6bf731e0a41a652ac9c4d147269',,,,,,,,,,,,,,X'0105000000000005150000005b6cb5bee98e9700756f53f122050000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=csa,DC=local",,,16010101000000.0Z,,,,,,,,,,,,,,Yale Li,,,,,Yale Li,,,,,,,,,,,,,,,,,,"CN=Marketing,OU=Marketing,OU=firm,DC=csa,DC=local",544,0,0,0,0,0,0,133603195221764034,513,,9223372036854775807,0,Yale,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale,Yale@csa.local,,,,,,,,,,,,,,,,,,,,,,,,Li,London,Marketing,A. Datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Jenny Liu,OU=Marketing,OU=firm,DC=csa,DC=local",user,"CN=Jenny Liu,OU=Marketing,OU=firm,DC=csa,DC=local",4,20240516075146.0Z,20240516075202.0Z,,41680,,,43204,Jenny Liu,X'c1bd1ca1a1ac214a9f5afe1024f186ed',,,,,,,,,,,,,,X'0105000000000005150000005b6cb5bee98e9700756f53f123050000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=csa,DC=local",,,16010101000000.0Z,,,,,,,,,,,,,,Jenny Liu,,,,,Jenny Liu,,,,,,,,,,,,,,,,,,"CN=Marketing,OU=Marketing,OU=firm,DC=csa,DC=local",544,0,0,0,0,0,0,133603195222232780,513,,9223372036854775807,0,Jenny,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jenny,Jenny@csa.local,,,,,,,,,,,,,,,,,,,,,,,,Liu,London,Marketing,A. Datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Jinghao Liu,OU=Development,OU=firm,DC=csa,DC=local",user,"CN=Jinghao Liu,OU=Development,OU=firm,DC=csa,DC=local",4,20240516075146.0Z,20240516075202.0Z,,41683,,,43207,Jinghao Liu,X'79d67f9f4b97784fb586c608b46a1ba4',,,,,,,,,,,,,,X'0105000000000005150000005b6cb5bee98e9700756f53f124050000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=csa,DC=local",,,16010101000000.0Z,,,,,,,,,,,,,,Jinghao Liu,,,,,Jinghao Liu,,,,,,,,,,,,,,,,,,"CN=Development,OU=Development,OU=firm,DC=csa,DC=local",544,0,0,0,0,0,0,133603195222545347,513,,9223372036854775807,0,Jinghao,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jinghao,Jinghao@csa.local,,,,,,,,,,,,,,,,,,,,,,,,Liu,London,Development,A. Datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Jeremy Los,OU=Sales,OU=firm,DC=csa,DC=local",user,"CN=Jeremy Los,OU=Sales,OU=firm,DC=csa,DC=local",4,20240516075146.0Z,20240516075202.0Z,,41686,,,43210,Jeremy Los,X'bd383b396c44ad4b855402cee6df4a89',,,,,,,,,,,,,,X'0105000000000005150000005b6cb5bee98e9700756f53f125050000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=csa,DC=local",,,20240516110655.0Z;16010101000001.0Z,,,,,,,,,,,,,,Jeremy Los,,,,,Jeremy Los,,,,,,,,,,,,,,,,,,"CN=Sales,OU=Sales,OU=firm,DC=csa,DC=local",544,0,0,0,0,0,0,133603195223170282,513,,9223372036854775807,0,Jeremy,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeremy,Jeremy@csa.local,,,,,,,,,,,,,,,,,,,,,,,,Los,London,Sales,A. Datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Hani Loza,OU=Research,OU=firm,DC=csa,DC=local",user,"CN=Hani Loza,OU=Research,OU=firm,DC=csa,DC=local",4,20240516075146.0Z,20240516075202.0Z,,41689,,,43213,Hani Loza,X'8c992678c9aaab4b9880f1c69aa3d3f4',,,,,,,,,,,,,,X'0105000000000005150000005b6cb5bee98e9700756f53f126050000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=csa,DC=local",,,16010101000000.0Z,,,,,,,,,,,,,,Hani Loza,,,,,Hani Loza,,,,,,,,,,,,,,,,,,"CN=Research,OU=Research,OU=firm,DC=csa,DC=local",544,0,0,0,0,0,0,133603195223482782,513,,9223372036854775807,0,Hani,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hani,Hani@csa.local,,,,,,,,,,,,,,,,,,,,,,,,Loza,London,Research,A. Datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Maurizio Macagno,OU=Development,OU=firm,DC=csa,DC=local",user,"CN=Maurizio Macagno,OU=Development,OU=firm,DC=csa,DC=local",4,20240516075146.0Z,20240516075202.0Z,,41692,,,43216,Maurizio Macagno,X'b6bf0f4d501d124c9a5fbc387341ad4f',,,,,,,,,,,,,,X'0105000000000005150000005b6cb5bee98e9700756f53f127050000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=csa,DC=local",,,16010101000000.0Z,,,,,,,,,,,,,,Maurizio Macagno,,,,,Maurizio Macagno,,,,,,,,,,,,,,,,,,"CN=Development,OU=Development,OU=firm,DC=csa,DC=local",544,0,0,0,0,0,0,133603195223951516,513,,9223372036854775807,0,Maurizio,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maurizio,Maurizio@csa.local,,,,,,,,,,,,,,,,,,,,,,,,Macagno,London,Development,A. Datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Melissa MacBeth,OU=Sales,OU=firm,DC=csa,DC=local",user,"CN=Melissa MacBeth,OU=Sales,OU=firm,DC=csa,DC=local",4,20240516075146.0Z,20240516075202.0Z,,41695,,,43219,Melissa MacBeth,X'07f5c6c49bfb274b918695fe247ad92a',,,,,,,,,,,,,,X'0105000000000005150000005b6cb5bee98e9700756f53f128050000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=csa,DC=local",,,20240516110655.0Z;16010101000001.0Z,,,,,,,,,,,,,,Melissa MacBeth,,,,,Melissa MacBeth,,,,,,,,,,,,,,,,,,"CN=Sales,OU=Sales,OU=firm,DC=csa,DC=local",544,0,0,0,0,0,0,133603195224264170,513,,9223372036854775807,0,Melissa,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melissa,Melissa@csa.local,,,,,,,,,,,,,,,,,,,,,,,,MacBeth,London,Sales,A. Datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Manuel Machado,OU=Marketing,OU=firm,DC=csa,DC=local",user,"CN=Manuel Machado,OU=Marketing,OU=firm,DC=csa,DC=local",4,20240516075146.0Z,20240516075202.0Z,,41698,,,43222,Manuel Machado,X'2df2eb70fedee14b9339e788e92b7b81',,,,,,,,,,,,,,X'0105000000000005150000005b6cb5bee98e9700756f53f129050000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=csa,DC=local",,,16010101000000.0Z,,,,,,,,,,,,,,Manuel Machado,,,,,Manuel Machado,,,,,,,,,,,,,,,,,,"CN=Marketing,OU=Marketing,OU=firm,DC=csa,DC=local",544,0,0,0,0,0,0,133603195224732766,513,,9223372036854775807,0,Manuel,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manuel,Manuel@csa.local,,,,,,,,,,,,,,,,,,,,,,,,Machado,London,Marketing,A. Datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Vidhya Mahadevan,OU=IT,OU=firm,DC=csa,DC=local",user,"CN=Vidhya Mahadevan,OU=IT,OU=firm,DC=csa,DC=local",4,20240516075146.0Z,20240516075202.0Z,,41701,,,43225,Vidhya Mahadevan,X'4812247daf724d4a99adac62e0c4f748',,,,,,,,,,,,,,X'0105000000000005150000005b6cb5bee98e9700756f53f12a050000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=csa,DC=local",,,16010101000000.0Z,,,,,,,,,,,,,,Vidhya Mahadevan,,,,,Vidhya Mahadevan,,,,,,,,,,,,,,,,,,"CN=IT,OU=IT,OU=firm,DC=csa,DC=local",544,0,0,0,0,0,0,133603195225201514,513,,9223372036854775807,0,Vidhya,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vidhya,Vidhya@csa.local,,,,,,,,,,,,,,,,,,,,,,,,Mahadevan,London,IT,A. Datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Hemant Mahawar,OU=Sales,OU=firm,DC=csa,DC=local",user,"CN=Hemant Mahawar,OU=Sales,OU=firm,DC=csa,DC=local",4,20240516075146.0Z,20240516075202.0Z,,41704,,,43228,Hemant Mahawar,X'6efc05b6f6c16746be0af19add07fcf8',,,,,,,,,,,,,,X'0105000000000005150000005b6cb5bee98e9700756f53f12b050000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=csa,DC=local",,,20240516110655.0Z;16010101000001.0Z,,,,,,,,,,,,,,Hemant Mahawar,,,,,Hemant Mahawar,,,,,,,,,,,,,,,,,,"CN=Sales,OU=Sales,OU=firm,DC=csa,DC=local",544,0,0,0,0,0,0,133603195225514022,513,,9223372036854775807,0,Hemant,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hemant,Hemant@csa.local,,,,,,,,,,,,,,,,,,,,,,,,Mahawar,London,Sales,A. Datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Doug Mahugh,OU=Marketing,OU=firm,DC=csa,DC=local",user,"CN=Doug Mahugh,OU=Marketing,OU=firm,DC=csa,DC=local",4,20240516075146.0Z,20240516075202.0Z,,41707,,,43231,Doug Mahugh,X'e8073c8f9afc0649a2a759711a2b0579',,,,,,,,,,,,,,X'0105000000000005150000005b6cb5bee98e9700756f53f12c050000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=csa,DC=local",,,16010101000000.0Z,,,,,,,,,,,,,,Doug Mahugh,,,,,Doug Mahugh,,,,,,,,,,,,,,,,,,"CN=Marketing,OU=Marketing,OU=firm,DC=csa,DC=local",544,0,0,0,0,0,0,133603195225827149,513,,9223372036854775807,0,Doug,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Doug,Doug@csa.local,,,,,,,,,,,,,,,,,,,,,,,,Mahugh,London,Marketing,A. Datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Janusz Malgorzaciak,OU=Development,OU=firm,DC=csa,DC=local",user,"CN=Janusz Malgorzaciak,OU=Development,OU=firm,DC=csa,DC=local",4,20240516075146.0Z,20240516075202.0Z,,41710,,,43234,Janusz Malgorzaciak,X'8ac0f8c7dfd1e344b32099d629705a4a',,,,,,,,,,,,,,X'0105000000000005150000005b6cb5bee98e9700756f53f12d050000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=csa,DC=local",,,16010101000000.0Z,,,,,,,,,,,,,,Janusz Malgorzaciak,,,,,Janusz Malgorzaciak,,,,,,,,,,,,,,,,,,"CN=Development,OU=Development,OU=firm,DC=csa,DC=local",544,0,0,0,0,0,0,133603195226295532,513,,9223372036854775807,0,Janusz,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Janusz,Janusz@csa.local,,,,,,,,,,,,,,,,,,,,,,,,Malgorzaciak,London,Development,A. Datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Bill Malone,OU=Managers,OU=firm,DC=csa,DC=local",user,"CN=Bill Malone,OU=Managers,OU=firm,DC=csa,DC=local",4,20240516075146.0Z,20240516075202.0Z,,41713,,,43237,Bill Malone,X'688342edb85f60429e5141c58468c729',,,,,,,,,,,,,,X'0105000000000005150000005b6cb5bee98e9700756f53f12e050000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=csa,DC=local",,,16010101000000.0Z,,,,,,,,,,,,,,Bill Malone,,,,,Bill Malone,,,,,,,,,,,,,,,,,,"CN=Managers,OU=Managers,OU=firm,DC=csa,DC=local",544,0,0,0,0,0,0,133603195226764007,513,,9223372036854775807,0,Bill,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bill,Bill@csa.local,,,,,,,,,,,,,,,,,,,,,,,,Malone,London,Managers,A. Datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Pooja Malpani,OU=IT,OU=firm,DC=csa,DC=local",user,"CN=Pooja Malpani,OU=IT,OU=firm,DC=csa,DC=local",4,20240516075146.0Z,20240516075202.0Z,,41716,,,43240,Pooja Malpani,X'20a769716311c1418f5983223f4fe847',,,,,,,,,,,,,,X'0105000000000005150000005b6cb5bee98e9700756f53f12f050000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=csa,DC=local",,,16010101000000.0Z,,,,,,,,,,,,,,Pooja Malpani,,,,,Pooja Malpani,,,,,,,,,,,,,,,,,,"CN=IT,OU=IT,OU=firm,DC=csa,DC=local",544,0,0,0,0,0,0,133603195227076760,513,,9223372036854775807,0,Pooja,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pooja,Pooja@csa.local,,,,,,,,,,,,,,,,,,,,,,,,Malpani,London,IT,A. Datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Mirko Mandic,OU=Development,OU=firm,DC=csa,DC=local",user,"CN=Mirko Mandic,OU=Development,OU=firm,DC=csa,DC=local",4,20240516075146.0Z,20240516075202.0Z,,41719,,,43243,Mirko Mandic,X'b6ba35c92a03f642956839b3ef23ce40',,,,,,,,,,,,,,X'0105000000000005150000005b6cb5bee98e9700756f53f130050000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=csa,DC=local",,,16010101000000.0Z,,,,,,,,,,,,,,Mirko Mandic,,,,,Mirko Mandic,,,,,,,,,,,,,,,,,,"CN=Development,OU=Development,OU=firm,DC=csa,DC=local",544,0,0,0,0,0,0,133603195227545260,513,,9223372036854775807,0,Mirko,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mirko,Mirko@csa.local,,,,,,,,,,,,,,,,,,,,,,,,Mandic,London,Development,A. Datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Parul Manek,OU=Sales,OU=firm,DC=csa,DC=local",user,"CN=Parul Manek,OU=Sales,OU=firm,DC=csa,DC=local",4,20240516075146.0Z,20240516075202.0Z,,41722,,,43246,Parul Manek,X'8001b302305a4941bcec79f98ac3b4d4',,,,,,,,,,,,,,X'0105000000000005150000005b6cb5bee98e9700756f53f131050000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=csa,DC=local",,,20240516110655.0Z;16010101000001.0Z,,,,,,,,,,,,,,Parul Manek,,,,,Parul Manek,,,,,,,,,,,,,,,,,,"CN=Sales,OU=Sales,OU=firm,DC=csa,DC=local",544,0,0,0,0,0,0,133603195227857750,513,,9223372036854775807,0,Parul,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parul,Parul@csa.local,,,,,,,,,,,,,,,,,,,,,,,,Manek,London,Sales,A. Datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Leonor Marques,OU=Marketing,OU=firm,DC=csa,DC=local",user,"CN=Leonor Marques,OU=Marketing,OU=firm,DC=csa,DC=local",4,20240516075146.0Z,20240516075202.0Z,,41725,,,43249,Leonor Marques,X'6a836e6f71573c45803f3bed4d375b94',,,,,,,,,,,,,,X'0105000000000005150000005b6cb5bee98e9700756f53f132050000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=csa,DC=local",,,16010101000000.0Z,,,,,,,,,,,,,,Leonor Marques,,,,,Leonor Marques,,,,,,,,,,,,,,,,,,"CN=Marketing,OU=Marketing,OU=firm,DC=csa,DC=local",544,0,0,0,0,0,0,133603195228326508,513,,9223372036854775807,0,Leonor,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leonor,Leonor@csa.local,,,,,,,,,,,,,,,,,,,,,,,,Marques,London,Marketing,A. Datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Ben Martens,OU=Development,OU=firm,DC=csa,DC=local",user,"CN=Ben Martens,OU=Development,OU=firm,DC=csa,DC=local",4,20240516075146.0Z,20240516075202.0Z,,41728,,,43252,Ben Martens,X'f98d7ce2e5cd7342a1dcd4b247f3b7c4',,,,,,,,,,,,,,X'0105000000000005150000005b6cb5bee98e9700756f53f133050000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=csa,DC=local",,,16010101000000.0Z,,,,,,,,,,,,,,Ben Martens,,,,,Ben Martens,,,,,,,,,,,,,,,,,,"CN=Development,OU=Development,OU=firm,DC=csa,DC=local",544,0,0,0,0,0,0,133603195228795268,513,,9223372036854775807,0,Ben,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ben,Ben@csa.local,,,,,,,,,,,,,,,,,,,,,,,,Martens,London,Development,A. Datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Ed Meadows,OU=Managers,OU=firm,DC=csa,DC=local",user,"CN=Ed Meadows,OU=Managers,OU=firm,DC=csa,DC=local",4,20240516075146.0Z,20240516075202.0Z,,41731,,,43255,Ed Meadows,X'798a76260f306e48a2cc0f9d04e83c68',,,,,,,,,,,,,,X'0105000000000005150000005b6cb5bee98e9700756f53f134050000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=csa,DC=local",,,16010101000000.0Z,,,,,,,,,,,,,,Ed Meadows,,,,,Ed Meadows,,,,,,,,,,,,,,,,,,"CN=Managers,OU=Managers,OU=firm,DC=csa,DC=local",544,0,0,0,0,0,0,133603195229108031,513,,9223372036854775807,0,Ed,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ed,Ed@csa.local,,,,,,,,,,,,,,,,,,,,,,,,Meadows,London,Managers,A. Datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Jesse Merriam,OU=Development,OU=firm,DC=csa,DC=local",user,"CN=Jesse Merriam,OU=Development,OU=firm,DC=csa,DC=local",4,20240516075146.0Z,20240516075202.0Z,,41734,,,43258,Jesse Merriam,X'5db03fb64ced1542b67314f4027f6b3b',,,,,,,,,,,,,,X'0105000000000005150000005b6cb5bee98e9700756f53f135050000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=csa,DC=local",,,16010101000000.0Z,,,,,,,,,,,,,,Jesse Merriam,,,,,Jesse Merriam,,,,,,,,,,,,,,,,,,"CN=Development,OU=Development,OU=firm,DC=csa,DC=local",544,0,0,0,0,0,0,133603195229576483,513,,9223372036854775807,0,Jesse,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesse,Jesse@csa.local,,,,,,,,,,,,,,,,,,,,,,,,Merriam,London,Development,A. Datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Willem Mevius,OU=Sales,OU=firm,DC=csa,DC=local",user,"CN=Willem Mevius,OU=Sales,OU=firm,DC=csa,DC=local",4,20240516075146.0Z,20240516075203.0Z,,41737,,,43261,Willem Mevius,X'5d6b1e90ddd94a48932f9dde376d1ab6',,,,,,,,,,,,,,X'0105000000000005150000005b6cb5bee98e9700756f53f136050000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=csa,DC=local",,,20240516110655.0Z;16010101000001.0Z,,,,,,,,,,,,,,Willem Mevius,,,,,Willem Mevius,,,,,,,,,,,,,,,,,,"CN=Sales,OU=Sales,OU=firm,DC=csa,DC=local",544,0,0,0,0,0,0,133603195229888997,513,,9223372036854775807,0,Willem,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Willem,Willem@csa.local,,,,,,,,,,,,,,,,,,,,,,,,Mevius,London,Sales,A. Datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Roman Miler,OU=IT,OU=firm,DC=csa,DC=local",user,"CN=Roman Miler,OU=IT,OU=firm,DC=csa,DC=local",4,20240516075146.0Z,20240516075203.0Z,,41740,,,43264,Roman Miler,X'9f7b9ee979ad2242bb02822b968ca1a6',,,,,,,,,,,,,,X'0105000000000005150000005b6cb5bee98e9700756f53f137050000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=csa,DC=local",,,16010101000000.0Z,,,,,,,,,,,,,,Roman Miler,,,,,Roman Miler,,,,,,,,,,,,,,,,,,"CN=IT,OU=IT,OU=firm,DC=csa,DC=local",544,0,0,0,0,0,0,133603195230357746,513,,9223372036854775807,0,Roman,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roman,Roman@csa.local,,,,,,,,,,,,,,,,,,,,,,,,Miler,London,IT,A. Datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Frank Miller,OU=Marketing,OU=firm,DC=csa,DC=local",user,"CN=Frank Miller,OU=Marketing,OU=firm,DC=csa,DC=local",4,20240516075146.0Z,20240516075203.0Z,,41743,,,43267,Frank Miller,X'05cafb7a295b7d408ff756bf273212db',,,,,,,,,,,,,,X'0105000000000005150000005b6cb5bee98e9700756f53f138050000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=csa,DC=local",,,16010101000000.0Z,,,,,,,,,,,,,,Frank Miller,,,,,Frank Miller,,,,,,,,,,,,,,,,,,"CN=Marketing,OU=Marketing,OU=firm,DC=csa,DC=local",544,0,0,0,0,0,0,133603195230670271,513,,9223372036854775807,0,Frank,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frank,Frank@csa.local,,,,,,,,,,,,,,,,,,,,,,,,Miller,London,Marketing,A. Datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
