DN,objectClass,distinguishedName,instanceType,whenCreated,whenChanged,subRefs,uSNCreated,dSASignature,repsTo,repsFrom,uSNChanged,name,objectGUID,replUpToDateVector,creationTime,forceLogoff,lockoutDuration,lockOutObservationWindow,lockoutThreshold,maxPwdAge,minPwdAge,minPwdLength,modifiedCountAtLastProm,nextRid,pwdProperties,pwdHistoryLength,objectSid,serverState,uASCompat,modifiedCount,auditingPolicy,nTMixedDomain,rIDManagerReference,fSMORoleOwner,systemFlags,wellKnownObjects,objectCategory,isCriticalSystemObject,gPLink,dSCorePropagationData,otherWellKnownObjects,masteredBy,ms-DS-MachineAccountQuota,msDS-Behavior-Version,msDS-PerUserTrustQuota,msDS-AllUsersTrustQuota,msDS-PerUserTrustTombstonesQuota,msDs-masteredBy,msDS-IsDomainFor,msDS-NcType,msDS-ExpirePasswordsOnSmartCardOnlyAccounts,dc,cn,description,showInAdvancedViewOnly,ou,displayName,flags,versionNumber,gPCFunctionalityVersion,gPCFileSysPath,gPCMachineExtensionNames,revision,memberOf,userAccountControl,badPwdCount,codePage,countryCode,badPasswordTime,lastLogoff,lastLogon,pwdLastSet,primaryGroupID,adminCount,accountExpires,logonCount,sAMAccountName,sAMAccountType,lastLogonTimestamp,groupType,member,samDomainUpdates,localPolicyFlags,operatingSystem,operatingSystemVersion,serverReferenceBL,dNSHostName,rIDSetReferences,servicePrincipalName,msDS-SupportedEncryptionTypes,msDFSR-ComputerReferenceBL,rIDAvailablePool,rIDAllocationPool,rIDPreviousAllocationPool,rIDUsedPool,rIDNextRID,dnsRecord,dNSTombstoned,msDFSR-Flags,msDFSR-ReplicationGroupType,msDFSR-FileFilter,msDFSR-DirectoryFilter,serverReference,msDFSR-ComputerReference,msDFSR-MemberReferenceBL,msDFSR-Version,msDFSR-ReplicationGroupGuid,msDFSR-MemberReference,msDFSR-RootPath,msDFSR-StagingPath,msDFSR-Enabled,msDFSR-Options,msDFSR-ContentSetGuid,msDFSR-ReadOnly,sn,givenName,userPrincipalName,gPCUserExtensionNames
"CN=Access Control Assistance Operators,CN=Builtin,DC=andeby,DC=local",group,"CN=Access Control Assistance Operators,CN=Builtin,DC=andeby,DC=local",4,20240418091257.0Z,20240418091257.0Z,,8232,,,,8232,Access Control Assistance Operators,X'bbd285c49da22b4e8af7926d180a08ea',,,,,,,,,,,,,,X'01020000000000052000000043020000',,,,,,,,-1946157056,,"CN=Group,CN=Schema,CN=Configuration,DC=andeby,DC=local",TRUE,,20240418120741.0Z;20240418091336.0Z;16010101000417.0Z,,,,,,,,,,,,,Access Control Assistance Operators,Members of this group can remotely query authorization attributes and permissions for resources on this computer.,,,,,,,,,,,,,,,,,,,,,,,Access Control Assistance Operators,536870912,,-2147483643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Remote Management Users,CN=Builtin,DC=andeby,DC=local",group,"CN=Remote Management Users,CN=Builtin,DC=andeby,DC=local",4,20240418091257.0Z,20240418091257.0Z,,8233,,,,8233,Remote Management Users,X'745e10397f3219468bbf7114bfd80784',,,,,,,,,,,,,,X'01020000000000052000000044020000',,,,,,,,-1946157056,,"CN=Group,CN=Schema,CN=Configuration,DC=andeby,DC=local",TRUE,,20240418120741.0Z;20240418091336.0Z;16010101000417.0Z,,,,,,,,,,,,,Remote Management Users,Members of this group can access WMI resources over management protocols (such as WS-Management via the Windows Remote Management service). This applies only to WMI namespaces that grant access to the user.,,,,,,,,,,,,,,,,,,,,,,,Remote Management Users,536870912,,-2147483643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Storage Replica Administrators,CN=Builtin,DC=andeby,DC=local",group,"CN=Storage Replica Administrators,CN=Builtin,DC=andeby,DC=local",4,20240418091257.0Z,20240418091257.0Z,,8234,,,,8234,Storage Replica Administrators,X'8d3a49b9fd16ac4c92cb3a0359ff69d2',,,,,,,,,,,,,,X'01020000000000052000000046020000',,,,,,,,-1946157056,,"CN=Group,CN=Schema,CN=Configuration,DC=andeby,DC=local",TRUE,,20240418120741.0Z;20240418091336.0Z;16010101000417.0Z,,,,,,,,,,,,,Storage Replica Administrators,Members of this group have complete and unrestricted access to all features of Storage Replica.,,,,,,,,,,,,,,,,,,,,,,,Storage Replica Administrators,536870912,,-2147483643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Server,CN=System,DC=andeby,DC=local",samServer,"CN=Server,CN=System,DC=andeby,DC=local",4,20240418091257.0Z,20240418091845.0Z,,8235,,,,12571,Server,X'bafe834b2bb5d74ebc9fb496437a1f8a',,,,,,,,,,,,,,,,,,,,,,-1946157056,,"CN=Sam-Server,CN=Schema,CN=Configuration,DC=andeby,DC=local",TRUE,,20240418120741.0Z;20240418091336.0Z;16010101000417.0Z,,,,,,,,,,,,,Server,,TRUE,,,,,,,,65544,,,,,,,,,,,,,,,,,,,X'feff0f',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=DOMAINC1,OU=Domain Controllers,DC=andeby,DC=local",computer,"CN=DOMAINC1,OU=Domain Controllers,DC=andeby,DC=local",4,20240418091336.0Z,20240418092405.0Z,,12293,,,,12763,DOMAINC1,X'ef6c87c84aa22247bb77fb768a43cbd2',,,,,,,,,,,,,,X'010500000000000515000000148d7e36ba23e369dcf4aca8ea030000',,,,,,,,,,"CN=Computer,CN=Schema,CN=Configuration,DC=andeby,DC=local",TRUE,,20240418120741.0Z;20240418091336.0Z;16010101000417.0Z,,,,,,,,,,,,,DOMAINC1,,,,,,,,,,,,532480,0,0,0,0,0,133579088255217573,133579052445736098,516,,9223372036854775807,6,DOMAINC1$,805306369,133579052562409729,,,,0,Windows Server 2019 Standard Evaluation,10.0 (17763),"CN=DOMAINC1,CN=Servers,CN=Default-First-Site-Name,CN=Sites,CN=Configuration,DC=andeby,DC=local",DomainC1.andeby.local,"CN=RID Set,CN=DOMAINC1,OU=Domain Controllers,DC=andeby,DC=local",Dfsr-12F9A27C-BF97-4787-9364-D31B6C55EB04/DomainC1.andeby.local;ldap/DomainC1.andeby.local/ForestDnsZones.andeby.local;ldap/DomainC1.andeby.local/DomainDnsZones.andeby.local;TERMSRV/DOMAINC1;TERMSRV/DomainC1.andeby.local;DNS/DomainC1.andeby.local;GC/DomainC1.andeby.local/andeby.local;RestrictedKrbHost/DomainC1.andeby.local;RestrictedKrbHost/DOMAINC1;RPC/deb38e97-7849-4b20-aaff-ef929efe189c._msdcs.andeby.local;HOST/DOMAINC1/ANDEBY;HOST/DomainC1.andeby.local/ANDEBY;HOST/DOMAINC1;HOST/DomainC1.andeby.local;HOST/DomainC1.andeby.local/andeby.local;E3514235-4B06-11D1-AB04-00C04FC2DCD2/deb38e97-7849-4b20-aaff-ef929efe189c/andeby.local;ldap/DOMAINC1/ANDEBY;ldap/deb38e97-7849-4b20-aaff-ef929efe189c._msdcs.andeby.local;ldap/DomainC1.andeby.local/ANDEBY;ldap/DOMAINC1;ldap/DomainC1.andeby.local;ldap/DomainC1.andeby.local/andeby.local,28,"CN=DOMAINC1,CN=Topology,CN=Domain System Volume,CN=DFSR-GlobalSettings,CN=System,DC=andeby,DC=local",,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=krbtgt,CN=Users,DC=andeby,DC=local",user,"CN=krbtgt,CN=Users,DC=andeby,DC=local",4,20240418091336.0Z,20240418092845.0Z,,12324,,,,12786,krbtgt,X'2b4c74ea57e51f40922f4ae60cc5aaf6',,,,,,,,,,,,,,X'010500000000000515000000148d7e36ba23e369dcf4aca8f6010000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=andeby,DC=local",TRUE,,20240418120741.0Z;20240418092845.0Z;20240418091336.0Z;16010101181216.0Z,,,,,,,,,,,,,krbtgt,Key Distribution Center Service Account,TRUE,,,,,,,,,"CN=Denied RODC Password Replication Group,CN=Users,DC=andeby,DC=local",514,0,0,0,0,0,0,133579052164349525,513,1,9223372036854775807,0,krbtgt,805306368,,,,,,,,,,,kadmin/changepw,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Domain Computers,CN=Users,DC=andeby,DC=local",group,"CN=Domain Computers,CN=Users,DC=andeby,DC=local",4,20240418091336.0Z,20240418091336.0Z,,12330,,,,12332,Domain Computers,X'67941ba459d4924eab98a3e3505e95e0',,,,,,,,,,,,,,X'010500000000000515000000148d7e36ba23e369dcf4aca803020000',,,,,,,,,,"CN=Group,CN=Schema,CN=Configuration,DC=andeby,DC=local",TRUE,,20240418120741.0Z;20240418091336.0Z;16010101000417.0Z,,,,,,,,,,,,,Domain Computers,All workstations and servers joined to the domain,,,,,,,,,,,,,,,,,,,,,,,Domain Computers,268435456,,-2147483646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Domain Controllers,CN=Users,DC=andeby,DC=local",group,"CN=Domain Controllers,CN=Users,DC=andeby,DC=local",4,20240418091336.0Z,20240418092845.0Z,,12333,,,,12788,Domain Controllers,X'0a78d0b5be670a4e9a340d398aa2ab59',,,,,,,,,,,,,,X'010500000000000515000000148d7e36ba23e369dcf4aca804020000',,,,,,,,,,"CN=Group,CN=Schema,CN=Configuration,DC=andeby,DC=local",TRUE,,20240418120741.0Z;20240418092845.0Z;20240418091336.0Z;16010101181216.0Z,,,,,,,,,,,,,Domain Controllers,All domain controllers in the domain,,,,,,,,,,"CN=Denied RODC Password Replication Group,CN=Users,DC=andeby,DC=local",,,,,,,,,,1,,,Domain Controllers,268435456,,-2147483646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Schema Admins,CN=Users,DC=andeby,DC=local",group,"CN=Schema Admins,CN=Users,DC=andeby,DC=local",4,20240418091336.0Z,20240418092845.0Z,,12336,,,,12772,Schema Admins,X'98a6a56c9d4d544982fc308bab087430',,,,,,,,,,,,,,X'010500000000000515000000148d7e36ba23e369dcf4aca806020000',,,,,,,,,,"CN=Group,CN=Schema,CN=Configuration,DC=andeby,DC=local",TRUE,,20240418120741.0Z;20240418092845.0Z;20240418091336.0Z;16010101181216.0Z,,,,,,,,,,,,,Schema Admins,Designated administrators of the schema,,,,,,,,,,"CN=Denied RODC Password Replication Group,CN=Users,DC=andeby,DC=local",,,,,,,,,,1,,,Schema Admins,268435456,,-2147483640,"CN=Administrator,CN=Users,DC=andeby,DC=local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Enterprise Admins,CN=Users,DC=andeby,DC=local",group,"CN=Enterprise Admins,CN=Users,DC=andeby,DC=local",4,20240418091336.0Z,20240418092845.0Z,,12339,,,,12771,Enterprise Admins,X'570cdb7e65e2b94495fc8daec8fbad93',,,,,,,,,,,,,,X'010500000000000515000000148d7e36ba23e369dcf4aca807020000',,,,,,,,,,"CN=Group,CN=Schema,CN=Configuration,DC=andeby,DC=local",TRUE,,20240418120741.0Z;20240418092845.0Z;20240418091336.0Z;16010101181216.0Z,,,,,,,,,,,,,Enterprise Admins,Designated administrators of the enterprise,,,,,,,,,,"CN=Denied RODC Password Replication Group,CN=Users,DC=andeby,DC=local;CN=Administrators,CN=Builtin,DC=andeby,DC=local",,,,,,,,,,1,,,Enterprise Admins,268435456,,-2147483640,"CN=Administrator,CN=Users,DC=andeby,DC=local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Cert Publishers,CN=Users,DC=andeby,DC=local",group,"CN=Cert Publishers,CN=Users,DC=andeby,DC=local",4,20240418091336.0Z,20240418091336.0Z,,12342,,,,12344,Cert Publishers,X'26e9cb4a52f6b04d91003346af46d021',,,,,,,,,,,,,,X'010500000000000515000000148d7e36ba23e369dcf4aca805020000',,,,,,,,,,"CN=Group,CN=Schema,CN=Configuration,DC=andeby,DC=local",TRUE,,20240418120741.0Z;20240418091336.0Z;16010101000417.0Z,,,,,,,,,,,,,Cert Publishers,Members of this group are permitted to publish certificates to the directory,,,,,,,,,,"CN=Denied RODC Password Replication Group,CN=Users,DC=andeby,DC=local",,,,,,,,,,,,,Cert Publishers,536870912,,-2147483644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Domain Admins,CN=Users,DC=andeby,DC=local",group,"CN=Domain Admins,CN=Users,DC=andeby,DC=local",4,20240418091336.0Z,20240418100702.0Z,,12345,,,,12848,Domain Admins,X'eb6248bd53f75144aa1c30c541aeffd0',,,,,,,,,,,,,,X'010500000000000515000000148d7e36ba23e369dcf4aca800020000',,,,,,,,,,"CN=Group,CN=Schema,CN=Configuration,DC=andeby,DC=local",TRUE,,20240418120741.0Z;20240418092845.0Z;20240418091336.0Z;16010101181216.0Z,,,,,,,,,,,,,Domain Admins,Designated administrators of the domain,,,,,,,,,,"CN=Denied RODC Password Replication Group,CN=Users,DC=andeby,DC=local;CN=Administrators,CN=Builtin,DC=andeby,DC=local",,,,,,,,,,1,,,Domain Admins,268435456,,-2147483646,X'434e3d47656f6720476561726cc3b8732c4f553d41646d696e6973747261746f722c4f553d416664656c696e6765722c44433d616e646562792c44433d6c6f63616c';X'434e3d41646d696e6973747261746f722c434e3d55736572732c44433d616e646562792c44433d6c6f63616c',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Domain Users,CN=Users,DC=andeby,DC=local",group,"CN=Domain Users,CN=Users,DC=andeby,DC=local",4,20240418091336.0Z,20240418091336.0Z,,12348,,,,12350,Domain Users,X'e7bae307ae16e0499362ca38b7ae5a1b',,,,,,,,,,,,,,X'010500000000000515000000148d7e36ba23e369dcf4aca801020000',,,,,,,,,,"CN=Group,CN=Schema,CN=Configuration,DC=andeby,DC=local",TRUE,,20240418120741.0Z;20240418091336.0Z;16010101000417.0Z,,,,,,,,,,,,,Domain Users,All domain users,,,,,,,,,,"CN=Users,CN=Builtin,DC=andeby,DC=local",,,,,,,,,,,,,Domain Users,268435456,,-2147483646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Domain Guests,CN=Users,DC=andeby,DC=local",group,"CN=Domain Guests,CN=Users,DC=andeby,DC=local",4,20240418091336.0Z,20240418091336.0Z,,12351,,,,12353,Domain Guests,X'552e05e97280e142944572393fde758e',,,,,,,,,,,,,,X'010500000000000515000000148d7e36ba23e369dcf4aca802020000',,,,,,,,,,"CN=Group,CN=Schema,CN=Configuration,DC=andeby,DC=local",TRUE,,20240418120741.0Z;20240418091336.0Z;16010101000417.0Z,,,,,,,,,,,,,Domain Guests,All domain guests,,,,,,,,,,"CN=Guests,CN=Builtin,DC=andeby,DC=local",,,,,,,,,,,,,Domain Guests,268435456,,-2147483646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Group Policy Creator Owners,CN=Users,DC=andeby,DC=local",group,"CN=Group Policy Creator Owners,CN=Users,DC=andeby,DC=local",4,20240418091336.0Z,20240418091336.0Z,,12354,,,,12391,Group Policy Creator Owners,X'727dd707e02c434d959b23c591428465',,,,,,,,,,,,,,X'010500000000000515000000148d7e36ba23e369dcf4aca808020000',,,,,,,,,,"CN=Group,CN=Schema,CN=Configuration,DC=andeby,DC=local",TRUE,,20240418120741.0Z;20240418091336.0Z;16010101000417.0Z,,,,,,,,,,,,,Group Policy Creator Owners,Members in this group can modify group policy for the domain,,,,,,,,,,"CN=Denied RODC Password Replication Group,CN=Users,DC=andeby,DC=local",,,,,,,,,,,,,Group Policy Creator Owners,268435456,,-2147483646,"CN=Administrator,CN=Users,DC=andeby,DC=local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=RAS and IAS Servers,CN=Users,DC=andeby,DC=local",group,"CN=RAS and IAS Servers,CN=Users,DC=andeby,DC=local",4,20240418091336.0Z,20240418091336.0Z,,12357,,,,12359,RAS and IAS Servers,X'7d8cc49781f85346bd6a9325ef99eaeb',,,,,,,,,,,,,,X'010500000000000515000000148d7e36ba23e369dcf4aca829020000',,,,,,,,,,"CN=Group,CN=Schema,CN=Configuration,DC=andeby,DC=local",TRUE,,20240418120741.0Z;20240418091336.0Z;16010101000417.0Z,,,,,,,,,,,,,RAS and IAS Servers,Servers in this group can access remote access properties of users,,,,,,,,,,,,,,,,,,,,,,,RAS and IAS Servers,536870912,,-2147483644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Server Operators,CN=Builtin,DC=andeby,DC=local",group,"CN=Server Operators,CN=Builtin,DC=andeby,DC=local",4,20240418091336.0Z,20240418092845.0Z,,12360,,,,12778,Server Operators,X'512f49d2df62f4409c2d26fbe04d89a8',,,,,,,,,,,,,,X'01020000000000052000000025020000',,,,,,,,-1946157056,,"CN=Group,CN=Schema,CN=Configuration,DC=andeby,DC=local",TRUE,,20240418120741.0Z;20240418092845.0Z;20240418091336.0Z;16010101181216.0Z,,,,,,,,,,,,,Server Operators,Members can administer domain servers,,,,,,,,,,,,,,,,,,,,1,,,Server Operators,536870912,,-2147483643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Account Operators,CN=Builtin,DC=andeby,DC=local",group,"CN=Account Operators,CN=Builtin,DC=andeby,DC=local",4,20240418091336.0Z,20240418092845.0Z,,12363,,,,12775,Account Operators,X'0ca81c6199023349b0380d14da4e929e',,,,,,,,,,,,,,X'01020000000000052000000024020000',,,,,,,,-1946157056,,"CN=Group,CN=Schema,CN=Configuration,DC=andeby,DC=local",TRUE,,20240418120741.0Z;20240418092845.0Z;20240418091336.0Z;16010101181216.0Z,,,,,,,,,,,,,Account Operators,Members can administer domain user and group accounts,,,,,,,,,,,,,,,,,,,,1,,,Account Operators,536870912,,-2147483643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Pre-Windows 2000 Compatible Access,CN=Builtin,DC=andeby,DC=local",group,"CN=Pre-Windows 2000 Compatible Access,CN=Builtin,DC=andeby,DC=local",4,20240418091336.0Z,20240418091336.0Z,,12366,,,,12393,Pre-Windows 2000 Compatible Access,X'764c17ee1ce8ca458a431682b05767ba',,,,,,,,,,,,,,X'0102000000000005200000002a020000',,,,,,,,-1946157056,,"CN=Group,CN=Schema,CN=Configuration,DC=andeby,DC=local",TRUE,,20240418120741.0Z;20240418091336.0Z;16010101000417.0Z,,,,,,,,,,,,,Pre-Windows 2000 Compatible Access,A backward compatibility group which allows read access on all users and groups in the domain,,,,,,,,,,,,,,,,,,,,,,,Pre-Windows 2000 Compatible Access,536870912,,-2147483643,"CN=S-1-5-11,CN=ForeignSecurityPrincipals,DC=andeby,DC=local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Incoming Forest Trust Builders,CN=Builtin,DC=andeby,DC=local",group,"CN=Incoming Forest Trust Builders,CN=Builtin,DC=andeby,DC=local",4,20240418091336.0Z,20240418091336.0Z,,12369,,,,12371,Incoming Forest Trust Builders,X'aae33c21fcbb8047a81ccffe5140a72d',,,,,,,,,,,,,,X'0102000000000005200000002d020000',,,,,,,,-1946157056,,"CN=Group,CN=Schema,CN=Configuration,DC=andeby,DC=local",TRUE,,20240418120741.0Z;20240418091336.0Z;16010101000417.0Z,,,,,,,,,,,,,Incoming Forest Trust Builders,"Members of this group can create incoming, one-way trusts to this forest",,,,,,,,,,,,,,,,,,,,,,,Incoming Forest Trust Builders,536870912,,-2147483643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Windows Authorization Access Group,CN=Builtin,DC=andeby,DC=local",group,"CN=Windows Authorization Access Group,CN=Builtin,DC=andeby,DC=local",4,20240418091336.0Z,20240418091336.0Z,,12372,,,,12396,Windows Authorization Access Group,X'009c31d6bb5f554786bc227057bdefdb',,,,,,,,,,,,,,X'01020000000000052000000030020000',,,,,,,,-1946157056,,"CN=Group,CN=Schema,CN=Configuration,DC=andeby,DC=local",TRUE,,20240418120741.0Z;20240418091336.0Z;16010101000417.0Z,,,,,,,,,,,,,Windows Authorization Access Group,Members of this group have access to the computed tokenGroupsGlobalAndUniversal attribute on User objects,,,,,,,,,,,,,,,,,,,,,,,Windows Authorization Access Group,536870912,,-2147483643,"CN=S-1-5-9,CN=ForeignSecurityPrincipals,DC=andeby,DC=local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Terminal Server License Servers,CN=Builtin,DC=andeby,DC=local",group,"CN=Terminal Server License Servers,CN=Builtin,DC=andeby,DC=local",4,20240418091336.0Z,20240418091336.0Z,,12375,,,,12377,Terminal Server License Servers,X'0cb7ab98afc0f442bee720d73143703d',,,,,,,,,,,,,,X'01020000000000052000000031020000',,,,,,,,-1946157056,,"CN=Group,CN=Schema,CN=Configuration,DC=andeby,DC=local",TRUE,,20240418120741.0Z;20240418091336.0Z;16010101000417.0Z,,,,,,,,,,,,,Terminal Server License Servers,"Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage",,,,,,,,,,,,,,,,,,,,,,,Terminal Server License Servers,536870912,,-2147483643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=S-1-5-9,CN=ForeignSecurityPrincipals,DC=andeby,DC=local",foreignSecurityPrincipal,"CN=S-1-5-9,CN=ForeignSecurityPrincipals,DC=andeby,DC=local",,,,,,,,,,S-1-5-9,X'f9a5caa7cb525547b578444ddfba30ef',,,,,,,,,,,,,,X'010100000000000509000000',,,,,,,,,,"CN=Foreign-Security-Principal,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,,,,,,,,,,,,,,S-1-5-9,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=6E157EDF-4E72-4052-A82A-EC3F91021A22,CN=Operations,CN=DomainUpdates,CN=System,DC=andeby,DC=local",container,"CN=6E157EDF-4E72-4052-A82A-EC3F91021A22,CN=Operations,CN=DomainUpdates,CN=System,DC=andeby,DC=local",4,20240418091336.0Z,20240418091336.0Z,,12397,,,,12397,6E157EDF-4E72-4052-A82A-EC3F91021A22,X'a4c132af2182cf4498ba11cebc454da5',,,,,,,,,,,,,,,,,,,,,,,,"CN=Container,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,20240418120741.0Z;20240418091336.0Z;16010101000417.0Z,,,,,,,,,,,,,6E157EDF-4E72-4052-A82A-EC3F91021A22,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Allowed RODC Password Replication Group,CN=Users,DC=andeby,DC=local",group,"CN=Allowed RODC Password Replication Group,CN=Users,DC=andeby,DC=local",4,20240418091336.0Z,20240418091336.0Z,,12402,,,,12404,Allowed RODC Password Replication Group,X'3b5c80f09b8124458e489ca56978400b',,,,,,,,,,,,,,X'010500000000000515000000148d7e36ba23e369dcf4aca83b020000',,,,,,,,,,"CN=Group,CN=Schema,CN=Configuration,DC=andeby,DC=local",TRUE,,20240418120741.0Z;20240418091336.0Z;16010101000417.0Z,,,,,,,,,,,,,Allowed RODC Password Replication Group,Members in this group can have their passwords replicated to all read-only domain controllers in the domain,,,,,,,,,,,,,,,,,,,,,,,Allowed RODC Password Replication Group,536870912,,-2147483644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Denied RODC Password Replication Group,CN=Users,DC=andeby,DC=local",group,"CN=Denied RODC Password Replication Group,CN=Users,DC=andeby,DC=local",4,20240418091336.0Z,20240418091336.0Z,,12405,,,,12433,Denied RODC Password Replication Group,X'33073b80506e974fa0baef5f98da86c3',,,,,,,,,,,,,,X'010500000000000515000000148d7e36ba23e369dcf4aca83c020000',,,,,,,,,,"CN=Group,CN=Schema,CN=Configuration,DC=andeby,DC=local",TRUE,,20240418120741.0Z;20240418091336.0Z;16010101000417.0Z,,,,,,,,,,,,,Denied RODC Password Replication Group,Members in this group cannot have their passwords replicated to any read-only domain controllers in the domain,,,,,,,,,,,,,,,,,,,,,,,Denied RODC Password Replication Group,536870912,,-2147483644,"CN=Read-only Domain Controllers,CN=Users,DC=andeby,DC=local;CN=Group Policy Creator Owners,CN=Users,DC=andeby,DC=local;CN=Domain Admins,CN=Users,DC=andeby,DC=local;CN=Cert Publishers,CN=Users,DC=andeby,DC=local;CN=Enterprise Admins,CN=Users,DC=andeby,DC=local;CN=Schema Admins,CN=Users,DC=andeby,DC=local;CN=Domain Controllers,CN=Users,DC=andeby,DC=local;CN=krbtgt,CN=Users,DC=andeby,DC=local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Read-only Domain Controllers,CN=Users,DC=andeby,DC=local",group,"CN=Read-only Domain Controllers,CN=Users,DC=andeby,DC=local",4,20240418091336.0Z,20240418092845.0Z,,12419,,,,12787,Read-only Domain Controllers,X'001ed2dcd84860469f5e612b6cb5690f',,,,,,,,,,,,,,X'010500000000000515000000148d7e36ba23e369dcf4aca809020000',,,,,,,,,,"CN=Group,CN=Schema,CN=Configuration,DC=andeby,DC=local",TRUE,,20240418120741.0Z;20240418092845.0Z;20240418091336.0Z;16010101181216.0Z,,,,,,,,,,,,,Read-only Domain Controllers,Members of this group are Read-Only Domain Controllers in the domain,,,,,,,,,,"CN=Denied RODC Password Replication Group,CN=Users,DC=andeby,DC=local",,,,,,,,,,1,,,Read-only Domain Controllers,268435456,,-2147483646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Enterprise Read-only Domain Controllers,CN=Users,DC=andeby,DC=local",group,"CN=Enterprise Read-only Domain Controllers,CN=Users,DC=andeby,DC=local",4,20240418091336.0Z,20240418091336.0Z,,12429,,,,12431,Enterprise Read-only Domain Controllers,X'05ab07ea7b1eb946b6aab75c1659a616',,,,,,,,,,,,,,X'010500000000000515000000148d7e36ba23e369dcf4aca8f2010000',,,,,,,,,,"CN=Group,CN=Schema,CN=Configuration,DC=andeby,DC=local",TRUE,,20240418120741.0Z;20240418091336.0Z;16010101000417.0Z,,,,,,,,,,,,,Enterprise Read-only Domain Controllers,Members of this group are Read-Only Domain Controllers in the enterprise,,,,,,,,,,,,,,,,,,,,,,,Enterprise Read-only Domain Controllers,268435456,,-2147483640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Cloneable Domain Controllers,CN=Users,DC=andeby,DC=local",group,"CN=Cloneable Domain Controllers,CN=Users,DC=andeby,DC=local",4,20240418091336.0Z,20240418091336.0Z,,12440,,,,12442,Cloneable Domain Controllers,X'4a66a9643408fa46bebfc84528dc2fac',,,,,,,,,,,,,,X'010500000000000515000000148d7e36ba23e369dcf4aca80a020000',,,,,,,,,,"CN=Group,CN=Schema,CN=Configuration,DC=andeby,DC=local",TRUE,,20240418120741.0Z;20240418091336.0Z;16010101000417.0Z,,,,,,,,,,,,,Cloneable Domain Controllers,Members of this group that are domain controllers may be cloned.,,,,,,,,,,,,,,,,,,,,,,,Cloneable Domain Controllers,268435456,,-2147483646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
